39,13,1,1,1,1,1,1,1,1,1,1,1,0, <=50K
50,13,1,1,1,1,1,1,1,1,1,1,1,1, <=50K
38,9,1,1,1,1,1,1,1,1,1,1,1,2, <=50K
53,7,1,1,1,1,1,1,1,1,1,1,1,3, <=50K
28,13,1,1,1,1,1,1,1,1,1,1,1,4, <=50K
37,14,1,1,1,1,1,1,1,1,1,1,1,5, <=50K
49,5,1,1,1,1,1,1,1,1,1,1,1,6, <=50K
52,9,1,1,1,1,1,1,1,1,1,1,1,7, >50K
31,14,1,1,1,1,1,1,1,1,1,1,1,8, >50K
42,13,1,1,1,1,1,1,1,1,1,1,1,9, >50K
37,10,1,1,1,1,1,1,1,1,1,1,1,10, >50K
30,13,1,1,1,1,1,1,1,1,1,1,1,11, >50K
23,13,1,1,1,1,1,1,1,1,1,1,1,12, <=50K
32,12,1,1,1,1,1,1,1,1,1,1,1,13, <=50K
40,11,1,1,1,1,1,1,1,1,1,1,1,14, >50K
34,4,1,1,1,1,1,1,1,1,1,1,1,15, <=50K
25,9,1,1,1,1,1,1,1,1,1,1,1,16, <=50K
32,9,1,1,1,1,1,1,1,1,1,1,1,17, <=50K
38,7,1,1,1,1,1,1,1,1,1,1,1,18, <=50K
43,14,1,1,1,1,1,1,1,1,1,1,1,19, >50K
40,16,1,1,1,1,1,1,1,1,1,1,1,20, >50K
54,9,1,1,1,1,1,1,1,1,1,1,1,21, <=50K
35,5,1,1,1,1,1,1,1,1,1,1,1,22, <=50K
43,7,1,1,1,1,1,1,1,1,1,1,1,23, <=50K
59,9,1,1,1,1,1,1,1,1,1,1,1,24, <=50K
56,13,1,1,1,1,1,1,1,1,1,1,1,25, >50K
19,9,1,1,1,1,1,1,1,1,1,1,1,26, <=50K
54,10,1,1,1,1,1,1,1,1,1,1,1,27, >50K
39,9,1,1,1,1,1,1,1,1,1,1,1,28, <=50K
49,9,1,1,1,1,1,1,1,1,1,1,1,29, <=50K
23,12,1,1,1,1,1,1,1,1,1,1,1,30, <=50K
20,10,1,1,1,1,1,1,1,1,1,1,1,31, <=50K
45,13,1,1,1,1,1,1,1,1,1,1,1,32, <=50K
30,10,1,1,1,1,1,1,1,1,1,1,1,33, <=50K
22,10,1,1,1,1,1,1,1,1,1,1,1,34, <=50K
48,7,1,1,1,1,1,1,1,1,1,1,1,35, <=50K
21,10,1,1,1,1,1,1,1,1,1,1,1,36, <=50K
19,9,1,1,1,1,1,1,1,1,1,1,1,37, <=50K
31,10,1,1,1,1,1,1,1,1,1,1,1,38, >50K
48,12,1,1,1,1,1,1,1,1,1,1,1,39, <=50K
31,5,1,1,1,1,1,1,1,1,1,1,1,40, <=50K
53,13,1,1,1,1,1,1,1,1,1,1,1,41, <=50K
24,13,1,1,1,1,1,1,1,1,1,1,1,42, <=50K
49,9,1,1,1,1,1,1,1,1,1,1,1,43, <=50K
25,9,1,1,1,1,1,1,1,1,1,1,1,44, <=50K
57,13,1,1,1,1,1,1,1,1,1,1,1,45, >50K
53,9,1,1,1,1,1,1,1,1,1,1,1,46, <=50K
44,14,1,1,1,1,1,1,1,1,1,1,1,47, <=50K
41,11,1,1,1,1,1,1,1,1,1,1,1,48, <=50K
29,11,1,1,1,1,1,1,1,1,1,1,1,49, <=50K
25,10,1,1,1,1,1,1,1,1,1,1,1,50, <=50K
18,9,1,1,1,1,1,1,1,1,1,1,1,51, <=50K
47,15,1,1,1,1,1,1,1,1,1,1,1,52, >50K
50,13,1,1,1,1,1,1,1,1,1,1,1,53, >50K
47,9,1,1,1,1,1,1,1,1,1,1,1,54, <=50K
43,10,1,1,1,1,1,1,1,1,1,1,1,55, >50K
46,3,1,1,1,1,1,1,1,1,1,1,1,56, <=50K
35,11,1,1,1,1,1,1,1,1,1,1,1,57, <=50K
41,9,1,1,1,1,1,1,1,1,1,1,1,58, <=50K
30,9,1,1,1,1,1,1,1,1,1,1,1,59, <=50K
30,13,1,1,1,1,1,1,1,1,1,1,1,60, <=50K
32,4,1,1,1,1,1,1,1,1,1,1,1,61, <=50K
48,9,1,1,1,1,1,1,1,1,1,1,1,62, <=50K
42,16,1,1,1,1,1,1,1,1,1,1,1,63, >50K
29,10,1,1,1,1,1,1,1,1,1,1,1,64, <=50K
36,9,1,1,1,1,1,1,1,1,1,1,1,65, <=50K
28,10,1,1,1,1,1,1,1,1,1,1,1,66, <=50K
53,9,1,1,1,1,1,1,1,1,1,1,1,67, >50K
49,10,1,1,1,1,1,1,1,1,1,1,1,68, >50K
25,10,1,1,1,1,1,1,1,1,1,1,1,69, <=50K
19,10,1,1,1,1,1,1,1,1,1,1,1,70, <=50K
31,13,1,1,1,1,1,1,1,1,1,1,1,71, <=50K
29,13,1,1,1,1,1,1,1,1,1,1,1,72, >50K
23,10,1,1,1,1,1,1,1,1,1,1,1,73, <=50K
79,10,1,1,1,1,1,1,1,1,1,1,1,74, <=50K
27,9,1,1,1,1,1,1,1,1,1,1,1,75, <=50K
40,12,1,1,1,1,1,1,1,1,1,1,1,76, <=50K
67,6,1,1,1,1,1,1,1,1,1,1,1,77, <=50K
18,7,1,1,1,1,1,1,1,1,1,1,1,78, <=50K
31,4,1,1,1,1,1,1,1,1,1,1,1,79, <=50K
18,9,1,1,1,1,1,1,1,1,1,1,1,80, <=50K
52,13,1,1,1,1,1,1,1,1,1,1,1,81, <=50K
46,9,1,1,1,1,1,1,1,1,1,1,1,82, <=50K
59,9,1,1,1,1,1,1,1,1,1,1,1,83, <=50K
44,9,1,1,1,1,1,1,1,1,1,1,1,84, >50K
53,9,1,1,1,1,1,1,1,1,1,1,1,85, <=50K
49,9,1,1,1,1,1,1,1,1,1,1,1,86, >50K
